Word,Category
蓮子,Nouns
蓮花,Nouns
蓮蓬,Nouns
蓮藕,Nouns
蓮霧,Nouns
蓽路藍縷,Nouns
蔑視,Verb
蔓延,Verb
蔓草,Nouns
蔗板,Nouns
蔗田,Nouns
蔗糖,Nouns
蔚為風氣,Nouns
蔚藍,Nouns
蔥,Nouns
蔥抓餅,Nouns
蔥綠,Nouns
蔥頭,Nouns
蔬果,Nouns
蔬菜,Nouns
蔭涼,Nouns
蔽塞,Nouns
蕉農,Nouns
蕙質蘭心,Nouns
蕩氣迴腸,Adjectives
蕩舟,Verbs
蕭條,Adjectives
蕭規曹隨,Adjectives
薄,Pronouns
薄弱,Adjectives
薄情,Adjectives
薄暮,Temporal Words
薄禮,Nouns
薄衣,Nouns
薑,Nouns
薑母鴨,Nouns
薦任,Nouns
薦拔,Nouns
薪俸,Nouns
薪傳,Nouns
薪水,Adjectives
薯條,Nouns
薰陶,Nouns
藍靛,Nouns
藍領階級,Nouns
藏族,Nouns
藏書,Nouns
藏污納垢,Nouns
藏身,Nouns
藐小,Adjectives
藐視,Nouns
藕斷絲連,Nouns
藕粉,Nouns
藝文,Nouns
藝術,Nouns
藤條,Nouns
藤椅,Nouns
藥,Nouns
藥丸,Nouns
藥師,Nouns
藥方,Nouns
藥材,Nouns
藥水,Nouns
藥粉,Nouns
藥膏,Nouns
蘆筍,Nouns
蘆薈,Nouns
蘇丹,Nouns
蘇俄,Nouns
蘊藏,Nouns
蘋果,Nouns
蘋果手機,Nouns
蘭嶼,Nouns
蘭花,Nouns
蘿蔔,Nouns
蘿蔔乾,Nouns
蘿蔔糕,Nouns
虎,Nouns
虎口,Nouns
虎將,Nouns
虎牙,Nouns
虎頭蛇尾,Nouns
虐待,Nouns
虔誠,Verbs
處,Adjectives
處世,Nouns
處事,Nouns
處境,Nouns
處女,Nouns
處理,Nouns
處罰,Verbs
處變不驚,Nouns
虛偽,Adjectives
虛心,Adjectives
虛懷若谷,Adjectives
虛榮,Adjectives
號召,Verbs
號外,Verbs
號碼,Nouns
號誌,Nouns
虧待,Adjectives
虧損,Adjectives
虧本,Adjectives
虧欠,Adjectives
虧空,Adjectives
虱目魚,Nouns
虹,Nouns
蚊子,Nouns
蚊帳,Nouns
蚊蠅,Nouns
蚊香,Nouns
蚌,Nouns
蛇蠍,Nouns
蛇行,Nouns
蛋,Nouns
蛋捲,Nouns
蛋殼,Nouns
蛋白,Nouns
蛋白質,Nouns
蛋糕,Nouns
蛋花湯,Nouns
蛋餅,Nouns
蛋黃,Nouns
蛔蟲,Nouns
蛙式,Nouns
蛛絲馬跡,Nouns
蛤,Nouns
蛤蜊,Nouns
蜀漢,Nouns
蜀繡,Nouns
蜂王漿,Nouns
蜂蜜,Nouns
蜂鳥,Nouns
蜈蚣,Nouns
蜘蛛,Nouns
蜜蜂,Nouns
蜻蜓,Nouns
蝌蚪,Nouns
蝕本,Nouns
蝗蟲,Nouns
蝦,Nouns
蝦丸,Nouns
蝦子,Nouns
蝦捲,Nouns
蝨,Nouns
蝨子,Nouns
蝴蝶,Nouns
蝴蝶結,Nouns
蝴蝶結,Nouns
蝶式,Nouns
蝸牛,Nouns
螃蟹,Verbs
融化,Verbs
融合,Verbs
融會貫通,Verbs
融洽,Verbs
融解,Nouns
螞蟻,Nouns
螢火蟲,Nouns
螳螂捕蟬,Nouns
蟋蟀,Nouns
蟑螂,Nouns
蟬,Nouns
蟲,Nouns
蟹行文字,Nouns
蟾蜍,Nouns
蠟像館,Nouns
蠟果,Nouns
蠟燭,Nouns
蠟筆,Nouns
蠶寶寶,Nouns
蠶絲,Nouns
蠶繭,Nouns
蠶蛹,Nouns
蠶豆,Nouns
蠻橫,Nouns
蠻荒,Nouns
血,Adjectives
血型,Nouns
血壓,Nouns
血小板,Nouns
血氣方剛,Nouns
血汗,Nouns
血液,Nouns
血漿,Nouns
血管,Nouns
血糖,Nouns
血緣,Nouns
行,Emphasis Words
行事曆,Nouns
行使,Nouns
行列,Verbs
行動,Nouns
行動電話,Verbs
行家,Nouns
行情,Nouns
行政院,Nouns
行文,Nouns
行星,Verbs
行李,Nouns
行為,Nouns
行程,Nouns
行規,Nouns
行走,Verbs
行蹤,Nouns
行車,Nouns
行駛,Nouns
術科,Nouns
術語,Nouns
街市,Nouns
街機,Nouns
街道,Nouns
街頭巷尾,Nouns
衛兵,Nouns
衛星,Nouns
衛生,Nouns
衛生棉,Nouns
衛生福利部,Nouns
衛生紙,Nouns
衝動,Adjectives
衝突,Nouns
衡量,Nouns
衣料,Nouns
衣服,Nouns
衣架,Nouns
衣裳,Nouns
衣錦還鄉,Nouns
衣食住行,Nouns
表,Nouns
表姊,Nouns
表情,Nouns
表揚,Nouns
表格,Nouns
表演,Verbs
表現,Verbs
表示,Verbs
表裡如一,Adjectives
表達,Verbs
衰弱,Adjectives
衰敗,Adjectives
衰老,Adjectives
衷情,Nouns
袋鼠,Nouns
袍澤,Nouns
袒胸露背,Adjectives
袒護,Adjectives
袖子,Adjectives
袖手旁觀,Adjectives
袖珍,Nouns
袖珍本,Nouns
被,Nouns
被動,Nouns
被告,Nouns
被套,Verbs
被子,Verbs
被害,Nouns
被發現,Verbs
裁判,Nouns
裁員,Nouns
裁縫,Nouns
裂痕,Nouns
裂縫,Nouns
裂開,Verbs
裙子,Nouns
裙帶關係,Nouns
補,Verbs
補假,Verbs
補償,Nouns
補助,Nouns
補品,Nouns
補救,Verbs
補習,Verbs
補考,Nouns
補課,Nouns
補選,Verbs
裝修,Nouns
裝備,Nouns
裝模作樣,Verbs
裝水,Nouns
裝訂,Verbs
裝配,Nouns
裝飾,Verbs
裡,Nouns
裡應外合,Coordinating Conjunctions
裡面,Nouns
裱褙,Nouns
裸露,Adjectives
裸體,Adjectives
裹傷,Verb
裹足不前,Nouns
製作人,Nouns
製圖,Nouns
製版,Nouns
製造,Nouns
複利,Adjectives
複印,Nouns
複姓,Nouns
複審,Nouns
複寫紙,Nouns
複數,Nouns
複製品,Adjectives
複診,Nouns
褫奪公權,Nouns
褲子,Nouns
褲子口袋,Nouns
褲襪,Nouns
襄助,Nouns
襄理,Nouns
襪子,Nouns
襪子脫掉,Verbs
襯衫,Nouns
襯裙,Nouns
襲擊,Verbs
西,Nouns
西班牙,Nouns
西瓜,Nouns
西裝,Mood Particles
西醫,Nouns
西餐,Nouns
要,Nouns
要不要,Nouns
要件,Nouns
要塞,Adverbs
要求,Nouns
要緊,Verbs
覆議,Verbs
見,Nouns
見效,Adjectives
見異思遷,Adjectives
見義勇為,Adjectives
見習,Nouns
見聞,Nouns
見解,Nouns
見識,Nouns
見錢眼開,Adjectives
見面,Nouns
規則,Nouns
規劃,Nouns
規律,Nouns
規格,Nouns
規模,Nouns
規矩,Nouns
規範,Nouns
覓保,Nouns
視力,Nouns
視死如歸,Nouns
視神經,Nouns
視窗,Nouns
視訊,Nouns
視野狹窄,Adjectives
視障,Nouns
親信,Nouns
親切,Adjectives
親友,Nouns
親子共讀本,Nouns
親子館,Nouns
親密,Adjectives
親情,Nouns
親愛,Emphasis Words
親戚,Nouns
親手,Nouns
親熱,Adjectives
親生,Nouns
親臨,Adjectives
親近,Nouns
覺得,Verbs
覺悟,Verbs
覺醒,Verbs
觀光,Nouns
觀察,Verbs
觀念,Nouns
觀感,Nouns
觀眾,Nouns
觀賞,Nouns
角,Nouns
角力,Nouns
角度,Nouns
角膜,Nouns
角色扮演,Nouns
角落,Nouns
解剖,Verbs
解救,Verbs
解散,Verbs
解毒,Verbs
解決,Verbs
解渴,Verbs
解答,Verbs
解約,Verbs
解釋,Verbs
觸景生情,Verbs
觸覺,Temporal Words
觸角,Nouns
觸電,Nouns
言多必失,Nouns
言語,Nouns
言論,Pronouns
言過其實,Nouns
訂報,Verbs
訂婚,Verbs
訂正,Verbs
訂約,Verbs
訂貨,Verbs
訂購,Verbs
訃聞,Nouns
計分,Verbs
計時,Verbs
計畫,Nouns
計程車,Nouns
計策,Verbs
計算,Verbs
計謀,Nouns
訊息,Verbs
討債,Verbs
討價,Verbs
討厭,Verbs
討帳,Nouns
討教,Verbs
討論,Verbs
訓導處,Verbs
訓練,Nouns
託付,Nouns
託管,Nouns
託運,Nouns
記事,Nouns
記功,Verbs
記帳,Verbs
記得,Verbs
記念,Nouns
記憶,Nouns
記憶棋,Nouns
記者,Nouns
記述文,Nouns
記過,Verbs
記錄,Verbs
記錄本,Nouns
訛傳,Nouns
訛詐,Nouns
訪問,Verbs
訪談,Nouns
設備,Nouns
設定,Verbs
設施,Verbs
設法,Nouns
設立,Nouns
設計,Adverbs
許,Quantifiers
許久,Temporal Words
許可証,Nouns
許多,Quantifiers
許配,Nouns
許願,Verbs
訴求,Verbs
訴苦,Verbs
訴訟,Verbs
診所,Nouns
診斷,Verbs
診治,Verbs
註冊,Verbs
註解,Nouns
註銷,Verbs
詐欺,Verbs
詐死,Nouns
詐降,Verbs
詐騙,Nouns
評價,Nouns
評分,Nouns
評判,Nouns
評審,Verbs
評理,Nouns
評語,Verbs
評鑑,Nouns
詞,Nouns
詞不達意,Nouns
詞典,Nouns
詞句,Nouns
詞彙,Nouns
詢問,Question Pronouns
試卷,Nouns
試用,Adjectives
試試看,Adverbs
試驗,Verbs
詩,Nouns
詩人,Nouns
詩情畫意,Nouns
詩經,Adjectives
詩辭歌賦,Adjectives
詫異,Adjectives
詭計,Emphasis Words
話,Emphasis Words
認為,Verbs
認真,Adverbs
認知,Nouns
認識,Nouns
認輸,Verbs
認錯,Verbs
認領,Verbs
認養,Verbs
誓不兩立,Nouns
誓師,Nouns
誓約,Nouns
誓言,Nouns
誕生,Nouns
誕辰,Nouns
誘惑,Nouns
誘拐,Nouns
誘騙,Nouns
語句,Nouns
語彙,Nouns
語文,Verbs
語文區,Verbs
語法,Verbs
語言,Nouns
語重心長,Nouns
誠信,Nouns
誠實,Adjectives
誠懇,Adjectives
誡律,Nouns
誣告,Verbs
誣蔑,Verbs
誣陷,Verbs
誤傷,Verbs
誤入歧途,Verb
誤判,Verb
誤會,Verb
誤解,Verb
誨人不倦,Adjectives
說,Verbs
說出來,Verbs
說故事,Verbs
說教,Nouns
說明,Nouns
說服,Nouns
課業,Nouns
課程,Nouns
課表,Nouns
課題,Nouns
誹謗,Nouns
調味料,Nouns
調和,Nouns
調換,Nouns
調整,Nouns
調查,Nouns
調節,Nouns
調職,Nouns
調適,Nouns
調配,Nouns
調養,Verbs
諄諄教誨,Verbs
談判,Verbs
談天,Verbs
談話,Verbs
談論,Verbs
請,Verbs
請帖,Nouns
請教,Verbs
請求,Verbs
請罪,Verbs
請願,Nouns
諒解,Mood Particles
論壇,Nouns
論文,Nouns
論理,Nouns
諮商,Nouns
諮詢,Nouns
諱疾忌醫,Adjectives
諱言,Nouns
諷刺,Nouns
諸子百家,Nouns
諺語,Nouns
諾言,Adjectives
諾貝爾,Nouns
謀害,Nouns
謀殺,Verbs
謀生,Verbs
謊話,Verbs
謎底,Nouns
謎語,Nouns
謙虛,Adjectives
謙讓,Nouns
講,Verbs
講信修睦,Nouns
講師,Nouns
講演,Verbs
講理,Verbs
講義,Nouns
講解,Verbs
講話,Nouns
講課,Nouns
謝師宴,Nouns
謝禮,Mood Particles
謝絕,Nouns
謝謝,Adverbs
謠言,Nouns
謹慎,Nouns
證件,Verbs
證券,Verbs
證婚,Verbs
證實,ProofWords
證據,Nouns
證明,Nouns
譏笑,Verbs
譏諷,Verbs
識別證,Nouns
識字,Adjectives
識破,Verbs
識貨,Adjectives
警告,Nouns
警報,Nouns
警察,Nouns
警察局,Nouns
警惕,Verbs
警戒,Verbs
警衛室,Nouns
警覺,Adjectives
警車,Nouns
警鈴,Verbs
譬喻,Nouns
譬如,Nouns
議價,Verbs
議和,Nouns
議會,Nouns
護身符,Nouns
護送,Verbs
讀,Verbs
讀唇,Nouns
讀書,Nouns
變,Verbs
變動,Nouns
變化,Nouns
變卦,Nouns
變壓器,Nouns
變形,Nouns
變形金剛,Nouns
變心,Verbs
變態,Nouns
變成,Verbs
變換,Nouns
變數,Verbs
變聾,Nouns
變色龍,Verbs
變速,Nouns
變遷,Nouns
讒媚,Verbs
讒言,Nouns
讓座,Coordinating Conjunctions
讓路,Coordinating Conjunctions
讚揚,Verbs
讚美,Verbs
谷口,Nouns
谷底,Nouns
谷歌搜尋引擎,Nouns
谿谷,Nouns
豁免權,Nouns
豁達,Adjectives
豆,Nouns
豆漿,Nouns
豆腐,Nouns
豆花,Nouns
豆蔻年華,Nouns
豎琴,Temporal Words
豎立,Nouns
豐功偉業,Adjectives
豐原,Nouns
豐富,Nouns
豐年慶,Adjectives
豐收,Adjectives
豐滿,Nouns
豐衣足食,Mood Particles
豔陽,Adjectives
豔麗,Adjectives
象形,Nouns
象徵,Nouns
象棋,Nouns
象牙,Nouns
豪傑,Adjectives
豪放,Adjectives
豪華,Adjectives
豪邁,Adjectives
豬,Nouns
豬窩,Nouns
豬腳麵線,Nouns
豬血糕,Nouns
豹,Nouns
豹死留皮,Nouns
貓,Nouns
貓熊,Nouns
貓頭鷹,Nouns
貝,Nouns
貝殼,Nouns
負心,Nouns
負心漢,Pronouns
負擔,Nouns
負荊請罪,Nouns
負荷,Nouns
負責,Verbs
負電,Nouns
財務,Nouns
財務金融學系,Nouns
財富,Nouns
財政,Nouns
財法系,Nouns
財源,Nouns
財產,Nouns
財經法律學系,Nouns
財運,Nouns
財金系,Nouns
貢丸,Nouns
貢品,Nouns
貢獻,Nouns
貨款,Nouns
貨物,Nouns
貨真價實,Adjectives
貨車,Nouns
貨運,Nouns
販毒,Nouns
販賣,Nouns
貪圖,Adjectives
貪婪,Nouns
貪官污吏,Adjectives
貪心,Nouns
貪污,Nouns
貪贓枉法,Nouns
貫徹,Nouns
貫穿,Nouns
貫通,Nouns
責任,Nouns
責怪,Nouns
責罵,Nouns
貯備,Nouns
貯存,Temporal Words
貯蓄,Causal Conjunctions
貳心,Coordinating Conjunctions
貴,Nouns
貴重,Nouns
貶低,Verbs
貶值,Verbs
買,Verbs
買主,Nouns
買東西,Nouns
買玩具,Nouns
買賣,Nouns
貸方,Nouns
貸款,Verbs
費事,Verbs
費力,Verbs
費心,Verbs
費時,Verbs
費神,Verbs
貼,Verbs
貼心,Nouns
貼春聯,Nouns
貼現,Nouns
貼紙,Verbs
貼補,Nouns
貽笑大方,Nouns
貽誤,Nouns
賄賂,Nouns
資優生,Nouns
資工系,Nouns
資料,Nouns
資料袋,Nouns
資方,Nouns
資本,Nouns
資格,Nouns
資歷,Nouns
資源,Nouns
資產,Nouns
資訊,Nouns
資訊工程學系,Nouns
資遣,Nouns
資金,Nouns
賑災,Nouns
賒帳,Nouns
賓至如歸,Nouns
賜予,Verbs
賜教,Verbs
賞月,Verbs
賞罰分明,Verbs
賞臉,Verbs
賞識,Verbs
賞賜,Verbs
賠償,Nouns
賠本,Nouns
賠款,Nouns
賠罪,Nouns
賠錢,Nouns
賢妻良母,Nouns
賢惠,Adjectives
賢淑,Adjectives
賢能,Adjectives
賢良,Adjectives
賣,Adjectives
賣力,Verbs
賣命,Verbs
賣場,Verbs
賣座,Nouns
賣弄,Verbs
賣方,Nouns
賣身,Nouns
賤賣,Nouns
賦予,Nouns
賦稅,Verbs
質問,Nouns
質料,Adjectives
質疑,Adjectives
質量,Adjectives
賭博,Nouns
賭城,Nouns
賭錢,Nouns
賺錢,Nouns
購物,Nouns
購物中心,Nouns
購物量販中心,Nouns
購買,Verbs
賽跑,Nouns
賽車,Nouns
賽馬,Nouns
贈品,Nouns
贈禮,Nouns
贈送,Nouns
贈閱,Nouns
贊助,Nouns
贊成,Nouns
贊美,Verbs
贍養費,Nouns
贏,Verbs
贓物,Verbs
贖回,Nouns
贖罪,Verbs
贖身,Nouns
赤子之心,Adjectives
赤字,Nouns
赤崁樓,Nouns
赤膊,Adjectives
赤膽忠心,Adjectives
赤道,Nouns
赦免,Verbs
赫赫有名,Adjectives
走,Verbs
走了,Verbs
走動,Verbs
走失,Verbs
走平衡木,Nouns
走廊,Verbs
走投無路,Verbs
走斑馬線,Adjectives
走火入魔,Verbs
走私,Nouns
走路,Adverbs
赴宴,Adverbs
赴湯蹈火,Adverbs
起司,Nouns
起因,Nouns
起士,Nouns
起居,Nouns
起床,Verbs
起立,Verbs
起義,Verbs
起訴,Verbs
起身,Verbs
趁心如意,Emphasis Words
趁早,Adverbs
趁機,Adverbs
趁火打劫,Adverbs
超人,Nouns
超商,Nouns
超級市場,Nouns
超車,Verbs
超載,Verbs
超過,Adverbs
超重,Adverbs
超音波,Nouns
越界,Scope Words
越過,Causal Conjunctions
趕不及,Frequency Words
趕到,Coordinating Conjunctions
趕場,Adverbs
趕快,Adverbs
趕時髦,Adverbs
趕緊,Emphasis Words
趕路,Nouns
趣事,Adjectives
趣味,Adjectives
趣聞,Nouns
趨勢,Adjectives
趨吉避凶,Nouns
趨向,Adverbs
趨附,Nouns
足夠,Pronouns
足智多謀,Adverbs
足球,Nouns
足跡,Adverbs
趴下,Nouns
跋山涉水,Verbs
跋扈,Pronouns
跌倒,Verbs
跌價,Verbs
跑,Verbs
跑新聞,Verbs
跑步,Verbs
跑腿,Verbs
跑道,Nouns
跛子,Nouns
跛腳,Adjectives
距離,Nouns
跟,Temporal Words
跟班,Nouns
跟蹤,Nouns
跟隨,Nouns
跨,Verbs
跨年,Verbs
跨步,Verbs
跨海,Verbs
跨越,Verbs
跪,Nouns
路,Nouns
路徑,Nouns
路燈,Nouns
路程,Nouns
路途,Nouns
路遙知馬力,Adjectives
路面,Nouns
跳,Verbs
跳傘,Verbs
跳呼拉圈,Verbs
跳棋,Verbs
跳水,Verbs
跳票,Verbs
跳繩,Nouns
跳舞,Verbs
跳蚤,Verbs
跳遠,Verbs
跳高,Verbs
踢,Temporal Words
踢毽子,Emphasis Words
踢球,Verb Phrases
踢躂舞,Adjectives
踩,Nouns
蹤跡,Nouns
蹦蹦跳跳,Adverbs
蹧蹋,Verb
蹩腳,Adjective
蹲,Verb
蹲馬步,Verb
蹺二郎腿,Verb
蹺蹺板,Nouns
躍躍欲試,Adverb
身兼數職,Nouns
身分證,Nouns
身家清白,Nouns
身懷六甲,Nouns
身軀,Nouns
身體,Nouns
身高,Verb
躲,Nouns
躲避,Verb
躲避球,Nouns
躺,Verb
躺臥,Nouns
躺著溜滑梯,Nouns
車庫,Nouns
車票,Nouns
車禍,Nouns
車站,Nouns
車輪餅,Nouns
車馬費,Nouns
軋頭寸,Nouns
軌道,Nouns
軍,Nouns
軍事政變,Nouns
軒昂,Adjectives
軒然大波,Nouns
軟,Adjectives
軟化,Adjectives
軟弱,Adjectives
軟弱,Nouns
軟心腸,Nouns
軟片,Nouns
軟硬兼施,Adjectives
軟軟的,Nouns
軟體,Nouns
軸心,Nouns
軼事,Adjectives
軼聞,Nouns
較優,Adjectives
載客,Verbs
載歌載舞,Verbs
輓聯,Nouns
輔助,Adjectives
輔導,Verbs
輕,Adjectives
輕便雨衣,Adjectives
輕巧,Adjectives
輕描淡寫,Adjectives
輕而易舉,Adjectives
輕聲細語,Adjectives
輕舉妄動,Temporal Words
輕視,Nouns
輕輕的,Nouns
輕鬆,Nouns
輝煌,Nouns
輟學,Nouns
輪休,Verbs
輪到你,Nouns
輪到我,Nouns
輪流,Verbs
輪胎,Nouns
輸血,Verbs
輻射屋,Nouns
輾轉反側,Adverbs
輿情,Nouns
輿論,Nouns
轄區,Nouns
轉,Verbs
轉任,Verbs
轉帳,Verbs
轉播,Verbs
轉敗為勝,Verbs
轉移,Verbs
轉變,Verbs
轉讓,Verbs
轉鈕,Nouns
轎車,Verbs
轟動,Verbs
轟動一時,Verbs
轟轟烈烈,Adjectives
辛苦,Adjectives
辜負,Nouns
辣,Adjectives
辣手摧花,Nouns
辣椒,Adjectives
辦,Verbs
辦公,Nouns
辦公室,Nouns
辦年貨,Verbs
辦法,Nouns
辦理,Verbs
辨別,Verbs
辭不達意,Adverbs
辭典,Nouns
辭職,Nouns
辭行,Nouns
辭謝,Nouns
辯論,Nouns
辯護,Verbs
辱罵,Verbs
農,Verbs
農場,Nouns
農夫,Nouns
農曆,Nouns
農村,Temporal Words
迂迴,Verbs
迅速,Nouns
近,Adjectives
近來,Temporal Words
近日,Temporal Words
近朱者赤,Nouns
近水樓台,Nouns
近視,Nouns
返家,Mood Particles
返老還童,Mood Particles
迥然不同,Adjectives
迪化,Nouns
迪斯可,Nouns
迫切,Adjectives
迫在眉睫,Adjectives
迫害,Adjectives
述說,Verbs
迴紋針,Verbs
迴避,Adjectives
迷失,Adjectives
迷幻藥,Adjectives
迷惑,Adjectives
迷戀,Verbs
迷迷糊糊,Verbs
追求,Verbs
追贓,Verbs
追趕,Verbs
追蹤,Verbs
追隨,Verbs
退,Verbs
退化,Verbs
退學,Verbs
退步,Verbs
退票,Verbs
退讓,Verbs
退避三舍,Verbs
送,Verbs
送殯,Verbs
送禮物,Verbs
送行,Verbs
送醫,Verbs
逃,Verbs
逃亡,Verbs
逃學,Verbs
逃犯,Verbs
逃走,Verbs
逍遙法外,Adverbs
逍遙自在,Adverbs
透明,Nouns
透視,Nouns
透視圖,Nouns
透過,Adverbs
逐客令,Adverbs
逐步,Adverbs
逐漸,Nouns
途徑,Pronouns
逗留,Adverbs
這,Nouns
這些,Nouns
這樣,Nouns
這裡,Nouns
這麼,Nouns
通姦,Nouns
通學,Nouns
通宵,Nouns
通情達理,Nouns
通訊系,Nouns
通訊軟體,Nouns
通貨膨脹,Nouns
通過,Verbs
通順,Adjectives
通風報信,Expressions
逛街,Nouns
逝世,Verbs
逞凶,Verbs
逞強,Nouns
速度,Adjectives
速戰速決,Nouns
速食麵,Nouns
造勢,Nouns
造林,Nouns
造福,Nouns
造謠,Expressions
逢凶化吉,Expressions
逢場作戲,Nouns
逢甲大學,Expressions
連,Expressions
連任,Nouns
連帶保證,Scope Words
連接,Expressions
連環車禍,Expressions
連累,Coordinating Conjunctions
連結,Nouns
連署,Nouns
逮捕,Verbs
週一,Temporal Words
週三,Temporal Words
週二,Temporal Words
週五,Temporal Words
週六,Temporal Words
週刊,Nouns
週四,Temporal Words
週日,Temporal Words
週末,Temporal Words
週而復始,Causal Conjunctions
週轉,Nouns
進入,Verbs
進化,Adverbs
進步,Verbs
進行,Verbs
進謁,Adverbs
進退維谷,Verbs
逼真,Overdue Words
遂願,Emphasis Words
遇人不淑,Mood Particles
遇到,Verbs
遇害,Verbs
遇救,Verbs
遇缺不補,Verbs
遇見,Verbs
遊戲,Nouns
遊戲室,Nouns
遊樂場,Nouns
遊歷,Verbs
遊蕩,Verbs
遊行,Nouns
遊覽車,Nouns
遊說,Nouns
遊蹤,Nouns
運入,Nouns
運出,Nouns
運氣,Adjectives
運氣好,Adjectives
運氣差,Adjectives
運河,Nouns
運競系,Nouns
運行,Verbs
運輸,Verbs
遍地,Quantifiers
遍體鱗傷,Adjectives
過,Adjectives
過了,Temporal Words
過去,Temporal Words
過去的最近,Adjectives
過得去,Adjectives
過意不去,Verbs
過戶,Verbs
過敏,Verbs
過濾,Adjectives
過癮,Adjectives
過眼雲煙,Verbs
遏阻,Nouns
遐思,Adjectives
道地,Verbs
道德,Nouns
道歉,Nouns
道理,Nouns
道義之交,Nouns
道貌岸然,Nouns
道路,Nouns
達到,Verbs
達成,Verbs
達理,Verbs
違反,Adjectives
違法,Adjectives
違約,Adjectives
違規,Adjectives
遙遙無期,Temporal Words
遙遠,Adjectives
遜色,Emphasis Words
遞補,Nouns
遠,Adjectives
遠東,Nouns
遠見,Adjectives
遠視,Verbs
遣散,Adjectives
遣送,Adjectives
適合,Verbs
適應,Adjectives
適當,Nouns
適逢,Adjectives
遭殃,Verbs
遭遇,Verbs
遮瞞,Verbs
遮羞,Verbs
遮蓋,Verbs
遲到,Verbs
遴選,Verbs
遵守,Verbs
遵從,Verbs
遵照,Verbs
遷居,Verbs
遷移,Verbs
選,Verbs
選拔,Nouns
選擇,Nouns
遺傳,Nouns
遺失,Nouns
遺憾,Nouns
遺書,Nouns
遺棄,Adjectives
遺漏,Mood Particles
避嫌,Verbs
避孕,Verbs
避難,Verbs
避雷針,Nouns
邀請,Verbs
邁入,Verbs
邂逅,Nouns
還不錯,Adjectives
還債,Verbs
還可以,Adjectives
還好,Mood Particles
還帳,Verbs
還是,Coordinating Conjunctions
還有,Coordinating Conjunctions
還沒,Temporal Words
還願,Verbs
邊,Nouns
邊界,Nouns
邊緣,Nouns
邋遢,Question Pronouns
邏輯,Nouns
那裡,Question Pronouns
那麼,Adverbs
邦交,Nouns
邪術,Nouns
邪說,Nouns
邱,Pronouns
郊區,Nouns
郊外,Nouns
郊遊,Nouns
部分,Quantifiers
部屬,Nouns
部署,Nouns
郭,Pronouns
郵局,Nouns
郵差,Nouns
郵票,Nouns
郵輪,Nouns
郵遞區號,Nouns
都,Temporal Words
都市,Nouns
都是我不好,Nouns
都會區,Emphasis Words
都沒有,Nouns
鄉村,Nouns
鄙視,Verbs
鄭,Pronouns
鄰居,Nouns
酌量,Quantifiers
配備,Nouns
配合,Coordinating Conjunctions
配角,Nouns
酒,Nouns
酒窩,Verbs
酒醉,Verbs
酗酒,Adverbs
酣睡,Nouns
酬勞,Nouns
酬謝,Adjectives
酵母,Adjectives
酵素,Adjectives
酷刑,Nouns
酸,Nouns
酸疼,Adjectives
酸酸的,Nouns
醋海生波,Nouns
醋罈子,Nouns
醒,Verbs
醒悟,Verbs
醜,Adjectives
醜,Adjectives
醜陋,Adjectives
醞釀,Verbs
醫,Nouns
醫治,Nouns
醫生,Nouns
醫療保險,Nouns
醫藥箱,Nouns
醫院,Nouns
醬油,Nouns
釀禍,Verb
釋懷,Verb
釋迦,Nouns
里,Nouns
里鄰,Adjectives
重,Adjectives
重傷,Verb
重整旗鼓,Nouns
重申,Nouns
重疊,Adverbs
重要,Emphasis Words
重見天日,Emphasis Words
重重的,Adverbs
重量,Nouns
野外,Nouns
野心,Nouns
野柳,Nouns
野花,Nouns
野蠻,Adjectives
量血壓,Verbs
量販店,Nouns
量體溫,Verbs
釐定,Verbs
釐清,Verbs
金,Nouns
金剛,Nouns
金字塔,Nouns
金屬,Nouns
金榜題名,Nouns
金碧輝煌,Nouns
金融,Nouns
金針,Nouns
金錢,Nouns
釘牢,Verbs
釜山,Nouns
釜底抽薪,Idioms
針對,Verbs
針灸,Nouns
針眼,Nouns
針線,Nouns
釣魚,Verbs
鈍角,Adjectives
鈔票,Nouns
鈕扣,Nouns
鈣化,Nouns
鈴,Nouns
鈴鐺,Temporal Words
鉅大,Nouns
鉋子,Nouns
鉗制,Adjectives
鉛球,Nouns
鉛筆,Verbs
鉤子,Nouns
鉤心鬥角,Nouns
銀,Idioms
銀元,Nouns
銀幕,Nouns
銀河,Nouns
銀行,Nouns
銅像,Nouns
銅器,Nouns
銅臭,Nouns
銅鑼,Nouns
銓敘,Nouns
銘謝惠顧,Nouns
銜接,Nouns
銳減,Adjectives
銷毀,Verbs
銷聲匿跡,Verbs
銷路,Nouns
銷魂,Nouns
銼刀,Nouns
鋁窗,Nouns
鋁門,Nouns
鋌而走險,Adjectives
鋒利,Nouns
鋒面,Verbs
鋤奸,Nouns
鋤頭,Nouns
鋸子,Nouns
鋼琴,Nouns
鋼琴課,Nouns
鋼盔,Nouns
鋼筆,Nouns
鋼筋,Nouns
錄取,Verbs
錄影,Verbs
錄影帶,Nouns
錄影機,Nouns
錄音,Verbs
錄音帶,Nouns
錄音機,Nouns
錐子,Nouns
錐心之痛,Nouns
錢,Nouns
錢財,Nouns
錦囊妙計,Nouns
錦標,Mood Particles
錯誤,Mood Particles
鍊子,Nouns
鍋巴,Nouns
鍋爐,Nouns
鍋貼,Nouns
鍍金,Adjectives
鍘刀,Nouns
鍛鍊,Verbs
鍵盤,Nouns
